19.133243,49.549425,660.0
19.133243,49.549425,660.0
19.133243,49.549425,660.0
19.133247,49.549426,660.0
19.133247,49.549426,660.0
19.133247,49.549426,660.0
19.133247,49.549426,660.0
19.133248,49.549425,660.0
19.133248,49.549425,660.0
19.133248,49.549425,660.0
19.133248,49.549425,660.0
19.133249,49.549425,660.0
19.133249,49.549425,660.0
19.133249,49.549425,660.0
19.133249,49.549425,660.0
19.133249,49.549425,660.0
19.133249,49.549425,660.0
19.13325,49.549426,660.0
19.13325,49.549426,660.0
19.13325,49.549426,660.0
19.133251,49.549427,660.0
19.133251,49.549427,660.0
19.133251,49.549427,660.0
19.133251,49.549427,660.0
19.133252,49.549427,660.0
19.133252,49.549427,660.0
19.133252,49.549427,660.0
19.133252,49.549427,660.0
19.133252,49.549428,660.0
19.133253,49.549429,660.0
19.133253,49.549429,660.0
19.133255,49.549429,660.0
19.133255,49.549429,660.0
19.133255,49.549429,660.0
19.133256,49.54943,660.0
19.133256,49.54943,660.0
19.133256,49.54943,660.0
19.133256,49.54943,660.0
19.133257,49.549431,660.0
19.133257,49.549431,660.0
19.133257,49.549431,660.0
19.133257,49.549431,660.0
19.133257,49.549431,660.0
19.133257,49.549431,660.0
19.133257,49.549431,660.0
19.133257,49.549432,660.0
19.133258,49.549431,660.0
19.133258,49.549431,660.0
19.133258,49.549431,660.0
19.133258,49.54943,660.0
19.133258,49.54943,660.0
19.133259,49.549429,660.0
19.13326,49.549423,659.0
19.133262,49.549384,660.0
19.133263,49.549369,660.0
19.133264,49.549352,660.0
19.133264,49.549352,660.0
19.133224,49.549034,668.0
19.133202,49.548997,667.0
19.133178,49.548911,670.0
19.133178,49.548911,670.0
19.133174,49.548894,671.0
19.133178,49.548877,671.0
19.133172,49.548877,671.0
19.133172,49.548877,672.0
19.133172,49.548877,672.0
19.13317,49.54886,672.0
19.133172,49.548849,673.0
19.133178,49.548808,674.0
19.133178,49.548808,674.0
19.133178,49.548808,674.0
19.1332,49.548792,674.0
19.1332,49.548792,674.0
19.1332,49.548792,674.0
19.1332,49.548792,675.0
19.133216,49.548792,675.0
19.133216,49.548776,675.0
19.133216,49.548776,675.0
19.133216,49.548776,675.0
19.133216,49.548776,675.0
19.133216,49.548776,675.0
19.133233,49.548762,675.0
19.133233,49.548762,675.0
19.133233,49.548762,675.0
19.133233,49.548762,675.0
19.133233,49.548762,676.0
19.133254,49.548748,676.0
19.133254,49.548748,676.0
19.133254,49.548748,676.0
19.133277,49.548748,676.0
19.133302,49.548721,676.0
19.133302,49.548721,676.0
19.133302,49.548721,676.0
19.133302,49.548721,676.0
19.133328,49.548703,676.0
19.133328,49.548703,676.0
19.133328,49.548709,676.0
19.133328,49.548703,676.0
19.133386,49.548703,676.0
19.133386,49.548684,676.0
19.133386,49.548684,676.0
19.133417,49.548678,677.0
19.133417,49.548672,677.0
19.133417,49.548672,677.0
19.133417,49.548672,677.0
19.13343,49.548662,677.0
19.13343,49.548662,677.0
19.13343,49.548662,677.0
19.133517,49.548643,678.0
19.133517,49.548643,678.0
19.133517,49.548643,678.0
19.133624,49.548614,680.0
19.133696,49.548607,680.0
19.133831,49.548568,680.0
19.13393,49.548517,684.0
19.13404,49.548469,687.0
19.13404,49.548432,687.0
19.134061,49.548436,687.0
19.134136,49.548372,690.0
19.13417,49.548342,690.0
19.13417,49.548342,692.0
19.134185,49.548342,693.0
19.1342,49.548312,693.0
19.134315,49.548283,694.0
19.134379,49.548183,698.0
19.134435,49.548125,699.0
19.13447,49.548088,699.0
19.134499,49.548048,699.0
19.134516,49.548005,699.0
19.134516,49.548005,699.0
19.13452,49.547983,699.0
19.134521,49.547961,699.0
19.134519,49.54794,699.0
19.134519,49.54794,699.0
19.134519,49.54794,699.0
19.134515,49.547919,700.0
19.134515,49.547919,700.0
19.134515,49.547919,700.0
19.134507,49.547919,701.0
19.134495,49.547879,701.0
19.134495,49.547879,701.0
19.134495,49.547879,701.0
19.13448,49.547844,701.0
19.13448,49.547844,701.0
19.134442,49.547844,701.0
19.134442,49.547827,701.0
19.134442,49.547827,701.0
19.134442,49.547827,701.0
19.134442,49.547827,702.0
19.134419,49.547812,702.0
19.134419,49.547812,702.0
19.134419,49.547812,702.0
19.134419,49.547812,702.0
19.134419,49.547812,702.0
19.134395,49.547798,702.0
19.134395,49.547798,702.0
19.134395,49.547798,702.0
19.13437,49.547798,702.0
19.13437,49.547785,702.0
19.13437,49.547785,702.0
19.13437,49.547785,702.0
19.13437,49.547785,703.0
19.134344,49.547774,703.0
19.134344,49.547774,703.0
19.134318,49.547764,703.0
19.134318,49.547764,703.0
19.13429,49.547757,703.0
19.13429,49.547757,703.0
19.13429,49.547757,703.0
19.13429,49.547757,704.0
19.134263,49.547748,704.0
19.134263,49.547748,704.0
19.134178,49.547747,705.0
19.134178,49.547747,705.0
19.134178,49.547747,705.0
19.134178,49.547747,705.0
19.134178,49.547747,705.0
19.134149,49.547748,705.0
